title,overview,poster_path,Director,Actors_1,Actors_2,Actors_3,genre_principal,genre_1,genre_2,genre_3,Year,runtime,vote_average,Tous genres
Walk Hard: The Dewey Cox Story,"L'ascension vers la gloire puis la chute du chanteur (imaginaire) Dewey Cox, dont l’œuvre a bouleversé des millions de personnes. Cox collectionnait les aventures, s'est marié trois fois, et a été accro à toutes les drogues connues... et inconnues. L'histoire d'une icône dont le seul amour aura finalement été Darlène, la belle ingénue qui l'a longtemps accompagné sur scène...",/aoRaL5TNYrXUAQvpmqzcelHKslq.jpg,Jake Kasdan,John C. Reilly,Jenna Fischer,David Krumholtz,Comédie,Comédie,Musique,Aucun genre,2007,96.0,6.601,"['Comédie', 'Musique', 'Aucun genre']"
Terre neuve,"Quoyle, un imprimeur, a passé une enfance difficile à New York, maltraité par son père. Il vit marié depuis six ans avec Petal Bear, une femme infidèle qui lui a donné une jolie fille, Bunny. Son épouse meurt dans un accident de voiture. La tante de Quoyle, Agnis, propose alors à son neveu et à Bunny de venir vivre à Terre Neuve, sur la terre de leurs ancêtres. Cependant, la propriété perchée sur une falaise rocheuse est inhabitable durant l'hiver. Quoyle réussit à se trouver un emploi de journaliste dans la gazette locale, à la rubrique des faits divers et des nouvelles de dernière minute. Sa rubrique connaît un vif succès, une popularité à laquelle il n'aurait jamais cru. Regagnant confiance en lui, il fait la connaissance d'une veuve du nom de Wavey qui s'agrippe fermement au passé et aux souvenirs de son regretté mari, tout comme lui avec ceux de Petal.",/bORSPm4McXWrRhDuxzDTllYgonz.jpg,Lasse Hallström,Kevin Spacey,Julianne Moore,Judi Dench,Drame,Drame,Romance,Aucun genre,2001,111.0,6.381,"['Drame', 'Romance', 'Aucun genre']"
American Outlaws,"Quand les habitants d'un village du Middle West apprennent qu'un magnat du chemin de fer corrompu a mis la main sur leurs titres de propriété à leur insu, un groupe de jeunes propriétaires de ranch unissent leurs forces pour récupérer ce qui leur revient. Alors qu'ils poursuivent leur vendetta, ces jeunes deviendront la cible de la plus grosse chasse à l'homme relatée dans l'histoire de l'Ouest. Et au fur et à mesure que grandit leur réputation se développe la légende de leur chef, un jeune hors-la-loi du nom de Jesse James.",/ov9PIn56yrwvrwOfvVTKplmV0S6.jpg,Les Mayfield,Colin Farrell,Scott Caan,Ali Larter,Western,Western,Action,Aucun genre,2001,94.0,5.962,"['Western', 'Action', 'Aucun genre']"
Victoria : Les Jeunes Années d'une reine,"La reine Victoria fut l'une des souveraines les plus importantes du monde. Son tempérament, sa vision et sa personnalité hors norme en ont fait une souveraine d'exception et une femme extraordinaire. Elle monta sur le trône d'Angleterre à l'âge de 18 ans. Un fascinant destin qui, des premières années chaotiques à sa légendaire histoire d'amour, devint une saga inégalée.",/3CZNZzSRCFUGjx4KVhtjreOH9vr.jpg,Jean-Marc Vallée,Emily Blunt,Rupert Friend,Paul Bettany,Drame,Drame,Histoire,Romance,2009,104.0,7.2,"['Drame', 'Histoire', 'Romance']"
Whiteout,"L'Antarctique. 14 millions de kilomètres carrés de glace isolés du monde et plongés dans la nuit six mois par an. Température minimale : - 84 °C. Vitesse du vent : 160 km/h. Jamais la nature n'a voulu que l'homme puisse survivre là-bas. Pourtant, pour Carrie Stetko, ce n'est pas l'environnement qui est le plus dangereux. Seule représentante de la loi dans ce territoire impitoyable, elle doit enquêter sur un corps retrouvé sur la glace. Le premier homicide de l'Antarctique. Cette découverte, effroyable par elle-même, va plonger Carrie dans un mystère plus étrange encore, et révéler des secrets longtemps enfouis sous la glace... Des secrets qui ont poussé quelqu'un à tuer pour les préserver. Carrie doit tout faire pour démasquer le meurtrier avant que lui ne la trouve. Mais l'hiver approche, et dans la blancheur immaculée de l'Antarctique, elle ne pourra voir l'assassin que lorsqu'il sera sur elle...",/p3Pycm88q5rmJIWGcTksMycnrbH.jpg,Dominic Sena,Kate Beckinsale,Gabriel Macht,Tom Skerritt,Action,Action,Crime,Mystère,2009,101.0,5.592,"['Action', 'Crime', 'Mystère']"
The Tree of Life,"Dans le Texas des années 50, Jack, âgé d'une dizaine d'années, grandit entre un père autoritaire et une mère aimante et généreuse, qui lui donne foi en la vie. La naissance de ses deux frères l'oblige bientôt à partager cet amour inconditionnel, puis à affronter l'individualisme forcené d'un père obsédé par la réussite de ses enfants. Jusqu'au jour où un tragique événement vient perturber cet équilibre fragile...",/y47kUz3IYdoxKyscG6Bc6EPo59k.jpg,Terrence Malick,Brad Pitt,Sean Penn,Jessica Chastain,Drame,Drame,Fantastique,Aucun genre,2011,138.0,6.7,"['Drame', 'Fantastique', 'Aucun genre']"
Piège à Hong Kong,"Marcus Ray est représentant de jeans à Hong Kong, mais il est en réalité un agent spécial. Il découvre que la mafia russe et chinoise fomentent un complot pour mettre sur le marché des micro bombes, mais Marcus a un autre problème, il est accusé d'être au centre d'un trafic illégal de jeans.",/AqrutFXs1G8iuBeIpYctSdUwv4A.jpg,Tsui Hark,Jean-Claude Van Damme,Rob Schneider,Lela Rochon,Action,Action,Crime,Thriller,1998,91.0,5.3,"['Action', 'Crime', 'Thriller']"
Sabotage,Une équipe spéciale des stups part en mission pour démanteler l'un des cartels les plus dangereux du monde. Mais l'opération dans l'un des entrepôts du cartel se transforme en braquage en règle : l'équipe d'agents met à l'abri pour son propre compte des millions de dollars volés. Mais le secret a été éventé. Quelqu'un les assassine un par un...,/ygG17WukZCidKm7wGM3Zzrr5WRi.jpg,David Ayer,Arnold Schwarzenegger,Sam Worthington,Terrence Howard,Action,Action,Drame,Thriller,2014,109.0,5.613,"['Action', 'Drame', 'Thriller']"
Le Purificateur,"Depuis plusieurs siècles, l'Église catholique abrite des prêtres appartenant à une secte secrète. Lorsque le mentor du jeune prêtre Alex est assassiné, celui-ci part pour Rome afin de découvrir la vérité. Son périple le mène au mystérieux ""Purificateur"", une entité qui possède les mêmes pouvoirs que Dieu et qui est capable d'acquitter les pêcheurs de leurs fautes les plus graves. Alex apprend alors qu'il existe des choses bien plus dangereuses que la mort.",/9VIKGaXkmxBjI0Nr4YB2migZztz.jpg,Brian Helgeland,Heath Ledger,Mark Addy,Shannyn Sossamon,Fantastique,Fantastique,Mystère,Thriller,2003,103.0,5.726,"['Fantastique', 'Mystère', 'Thriller']"
Punisher : Zone de guerre,"Lors de sa croisade sanglante contre le crime organisé, le justicier Frank Castle alias The Punisher défigure et laisse pour mort le parrain de la pègre Billy Russoti. Dès lors, ce dernier fomente une vengeance terrible contre Castle. Sous le nouveau pseudonyme de Jigsaw, le criminel recrute une véritable armée de sbires assoiffés de sang. The Punisher repart en croisade…",/aorAzfK57TwSjgP8u7Q9X4mQ0CJ.jpg,Lexi Alexander,Ray Stevenson,Dominic West,Julie Benz,Action,Action,Crime,Aucun genre,2008,107.0,5.8,"['Action', 'Crime', 'Aucun genre']"
Zoom : L'Académie des super-héros,Un super-héros hors circuit reprend du service lorsqu'une agence secrète fait appel à lui pour former la nouvelle génération de héros.,/Qimgdk8xSMRHf5flAk8ReVVzDP.jpg,Peter Hewitt,Tim Allen,Courteney Cox,Chevy Chase,Familial,Familial,Comédie,Aventure,2006,83.0,5.303,"['Familial', 'Comédie', 'Aventure']"
The Walk : Rêver plus haut,"Douze hommes ont marché sur la lune, mais un seul homme, Philippe Petit réussira à traverser l'immense vide entre les tours du World Trade Center. Guidé par son mentor, Papa Rudy, et avec l'aide d'un groupe international de recrues, Petit et son entourage surmonteront contre toute attente trahisons, discorde et multiples dangers afin de mener à terme leur incroyable projet.",/j35yXSjOAKvVbpRNGGtOWaThs0n.jpg,Robert Zemeckis,Joseph Gordon-Levitt,Charlotte Le Bon,Ben Kingsley,Histoire,Histoire,Drame,Aventure,2015,100.0,6.991,"['Histoire', 'Drame', 'Aventure']"
Magic warriors,"Ryan Jeffers rêve de faire partie de l'équipe de football de son école mais un problème à la jambe le met à l'écart. Heureusement, il y a Ming, chef-cuisinier dans un restaurant chinois, qui l'épate avec son étonnante manière de cuisiner tout en faisant du kung-fu. Un jour Ming lui donne un vieux manuscrit pour l'aider à découvrir la force qui est en lui. D'abord sceptique, Ryan va bientôt se rendre compte que ce cadeau est bien plus qu'un simple livre. Sa lecture va non seulement lui donner de l'assurance mais l'entraîner dans un voyage fantastique.",/cMOiGCbyfEjC95Dzhe4ueVWKjFw.jpg,Ronny Yu,Angus Macfadyen,Mario Yedidia,Marley Shelton,Fantastique,Fantastique,Familial,Action,1997,103.0,4.704,"['Fantastique', 'Familial', 'Action']"
Une Grande Année,"Max Skinner, un banquier d'affaires anglais, hérite du vignoble provençal où il passait autrefois ses vacances d'été aux côtés de son oncle. Il y retrouve Francis Duflot, le vigneron qu'il a connu enfant et qui veille depuis trente ans sur les cépages.Alors qu'il prend possession de ses terres, Max apprend qu'il est suspendu suite à une de ses transactions douteuses. Il se résout à s'installer quelque temps dans la propriété. Sachant qu'un château et un vignoble peuvent valoir plusieurs millions de dollars si le vin est bon, il envisage de vendre. Pourtant, il faut se rendre à l'évidence : le domaine ne produit qu'une horrible vinasse.Max commence peu à peu à goûter la douceur de la vie provençale, mais une jeune Californienne, Christie Roberts, débarque soudain et prétend qu'elle est la fille illégitime de l'oncle décédé, ce qui pourrait faire d'elle l'héritière du domaine...",/2CpHzyTIa9dSU9IYU2y8X6ApBnw.jpg,Ridley Scott,Russell Crowe,Abbie Cornish,Albert Finney,Comédie,Comédie,Drame,Romance,2006,118.0,6.678,"['Comédie', 'Drame', 'Romance']"
Le Rêve de Bobby,"Un père se remémore un passage difficile de son enfance. Après le remariage de sa mère avec un homme brutal, il s'était mis en tête de s'échapper avec son frère violenté à bord d'un avion qu'il construirait à partir d'un jouet, le ""radio flyer"".",/nQjCKrwWYH6ES0HrnkLkPXnOEp0.jpg,"Richard Donner, David Mickey Evans",Lorraine Bracco,John Heard,Adam Baldwin,Drame,Drame,Aucun genre,Aucun genre,1992,114.0,7.015,"['Drame', 'Aucun genre', 'Aucun genre']"
Les Princes de la ville,"Dans les années 1970, Miklo, issu d'un métissage américain et mexicain, est en liberté conditionnelle. Lorsqu'il frappe son père à Las Vegas, il retourne immédiatement dans son quartier d'origine à East Los Angeles. Il y retrouve sa famille maternelle et mexicaine, dont principalement Paco et Cruzito, ses cousins. Malgré sa peau blanche, Miklo reste un chicano, mais lorsqu'avant la fin de sa probation il veut son tatouage ""Vatos Locos"" et que pour cela il doit faire ses preuves, il n'hésite pas attaquer un gang rival, ce qui va engendrer une guerre et la séparation des trois chicanos.",/i9Mj2DS1Gka2wKJT4hMHeQqA38Z.jpg,Taylor Hackford,Damian Chapa,Jesse Borrego,Benjamin Bratt,Crime,Crime,Drame,Thriller,1993,180.0,8.14,"['Crime', 'Drame', 'Thriller']"
Smilla,"Née au Groenland, de père danois et de mère inuit, Smilla Jasperson, jeune scientifique, a gardé de ces terres glacées une incurable nostalgie. Incapable de s'adapter à l'univers urbain, elle vit à Copenhague en recluse, avec pour seul ami un enfant inuit, Isaiah, qu'elle a pris sous sa protection. Un jour, elle découvre l'enfant inanimé au bas de son immeuble. La police conclut a une chute accidentelle, mais la jeune femme n'est pas convaincue par cette explication. Son enquête va la mener au Groenland, ou elle va tenter de trouver la clé de l'énigme, au péril de sa vie.",/hpvNgmJ4Fi95dO5ejuVpoC2ZvMj.jpg,Bille August,Julia Ormond,Jens Jørgen Fleischer,Agga Olsen,Drame,Drame,Thriller,Aucun genre,1997,121.0,6.3,"['Drame', 'Thriller', 'Aucun genre']"
Femme fatale,"Au Festival de Cannes, Veronica, mannequin, se laisse séduire par une jolie jeune femme, Laura. Celle-ci ne cherche en fait qu'à voler les bijoux de Veronica avec l'aide de son complice, Black Tie. Mais le vol tourne mal et, tandis que Black Tie est arrêté par la police, Laura s'enfuit à Paris. Dans une église, un vieux couple prend Laura pour la femme de son fils décédé, Lily. Ils l'emmènent chez eux. Laura prend un bain quand apparaît la vraie Lily, son sosie. Celle-ci se suicide et Laura décide d'usurper son identité puis embarque pour les États-Unis. Elle y épouse un riche diplomate. Sept ans plus tard, son mari est nommé ambassadeur à Paris…",/iH8Gh3CkUSJx66svpUsjTWnyrqY.jpg,Brian De Palma,Rebecca Romijn,Antonio Banderas,Peter Coyote,Mystère,Mystère,Crime,Thriller,2002,115.0,6.163,"['Mystère', 'Crime', 'Thriller']"
Le Lion Du Désert,"En 1929, le chef du gouvernement italien Benito Mussolini charge le général Rodolfo Graziani de résoudre le problème, en Libye, de la résistance armée des Bédouins, opposés à la colonisation de leur pays par l'Italie, et dont le chef spirituel est Omar Al Mokhtar. L'objectif de Graziani est la répression et surtout, la capture de Mokhtar, mais celui-ci mène une guérilla acharnée...",/wvUqkZWodIfPDyZRVmR86L6puAH.jpg,Moustapha Akkad,Anthony Quinn,Oliver Reed,Rod Steiger,Histoire,Histoire,Guerre,Drame,1980,173.0,7.3,"['Histoire', 'Guerre', 'Drame']"
Le Hussard sur le toit,"Vers 1832, pendant une épidémie de choléra, une jeune femme noble, Pauline de Théus, tente de regagner le château en Provence où l'attend son mari. Elle croise la route d'un jeune colonel de hussards italien, Angelo Pardi, carbonaro par ailleurs, poursuivi par les Autrichiens pour sa participation aux complots révolutionnaires, qui recherche Giuseppe son frère de lait.  Ils voyagent ensemble et mesurent combien la situation fait ressortir le pire ou le meilleur des individus qu’ils croisent.",/p6SGK8GIWIkosGPucLA5l4JAp6v.jpg,Jean-Paul Rappeneau,Olivier Martinez,Juliette Binoche,Pierre Arditi,Aventure,Aventure,Romance,Histoire,1995,129.0,6.507,"['Aventure', 'Romance', 'Histoire']"
Chevauchée avec le diable,"Pendant la guerre de Sécession, des combattants pro-sudistes opérant en commandos isolés, les Bushwhackers, s'engagent dans une guérilla sur les chemins de traverse. Le long de la frontière entre le Kansas et le Missouri, Jake Roedel, fils d'un pauvre immigrant germanique, et son ami d'enfance Jack Bull Chiles, fils d'un planteur, rejoignent les rangs de cette bande de hors-la-loi qui écument la région. Les deux gens apprennent très vite à devenir des hommes d'armes chevronnés et des cavaliers émérites. Ils attaquent en raids les soldats de l'Union nordiste et leurs sympathisants. Pour affronter le rude hiver qui s'annonce, les Bushwhackers doivent se disperser et trouver un abri. Plusieurs membres trouvent refuge dans une tranchée à flanc de colline. Mais la réalité de la guerre les rattrape et fait voler en éclats le petit groupe",/kX6mMJsgObMGiBgyiTyHzUKFBSM.jpg,Ang Lee,Tobey Maguire,Skeet Ulrich,Jewel,Drame,Drame,Guerre,Romance,1999,149.0,6.337,"['Drame', 'Guerre', 'Romance']"
Biutiful,"À Barcelone, Uxbal, meurtri et obsédé par les fantômes de son passé auxquels il est confronté en raison de ses pouvoirs paranormaux, essaie de protéger ses enfants, Ana et Mateo, de l'influence néfaste de Maramba, son épouse alcoolique et dépressive. Mais, pour survivre, il exerce des activités criminelles qui le placent dans une situation précaire. Pour le compte de Hai, un gangster chinois, il organise un trafic de produits de contrefaçon, qu'il fait revendre dans la rue par des immigrés clandestins. Uxbal a aussi un don : il peut communiquer avec les morts. Il se sert de ce talent pour arrondir ses fins de mois. Mais sa vie bascule quand il apprend qu'il a un cancer de la prostate...",/uS2FqgstgxVyv867CoNB4gU36Il.jpg,Alejandro G. Iñárritu,Javier Bardem,Maricel Álvarez,Hanaa Bouchaib,Drame,Drame,Aucun genre,Aucun genre,2010,138.0,7.243,"['Drame', 'Aucun genre', 'Aucun genre']"
La Prophétie de l'anneau,"2020, Tentant de secourir sa femme au cours d'une plongée, Jay Fennel, tombe dans un profond coma qui le renvoie vers le passé, en 1778. Réincarné en capitaine de l'armée de l'Inde britannique, le jeune officier va devoir déjouer multiples trahisons et assassinats dans un pays secoué par les luttes de pouvoir. Sa rencontre avec Tulaja, une guerrière indienne, va changer le cours de son destin. Mais seul le pouvoir de l'anneau pourra transcender le temps et... sauver une vie.",/finNf7tHm3mfEJOGFY43eUqfH7q.jpg,Roland Joffé,Josh Hartnett,Bipasha Basu,Tamsin Egerton,Action,Action,Aventure,Science-Fiction,2015,109.0,4.8,"['Action', 'Aventure', 'Science-Fiction']"
Bandidas,"Mexique, 1880. Sara Sandoval est la fille d'un riche banquier. Maria Alvarez est la fille d'un pauvre fermier. Ces deux jeunes femmes, qui n'ont apparemment rien en commun, excepté leur culture mexicaine, sont entraînées dans la même aventure par le destin et les circonstances. Avec l'aide de Quentin Cooke, un jeune et idéaliste inspecteur de police originaire de New York, elles vont s'opposer à Tyler Jackson, le représentant de la New York Bank and Trust. Celui-ci a monté un complot visant à saisir illégalement les terres des Mexicains afin de faire passer le chemin de fer...",/ktwJgINeV2QeyOFVo7VUTanR4Nh.jpg,"Joachim Rønning, Espen Sandberg",Penélope Cruz,Salma Hayek,Steve Zahn,Action,Action,Comédie,Western,2006,95.0,6.033,"['Action', 'Comédie', 'Western']"
Le Labyrinthe,"Thomas, 16 ans, se réveille dans un ascenseur. Il ne sait plus qui il est ni d'où il vient, et ne semble se rappeler que de son prénom. Lorsque l'ascenseur s'ouvre, il est accueilli par d'autres garçons de son âge dans la clairière, un monde mystérieux entouré par un labyrinthe impénétrable, et où personne ne sait pourquoi il est là.",/3uzKxpRpF5M8RGeFhCCR9OE3dZb.jpg,Wes Ball,Dylan O'Brien,Kaya Scodelario,Will Poulter,Action,Action,Mystère,Science-Fiction,2014,114.0,7.189,"['Action', 'Mystère', 'Science-Fiction']"
Jet lag,"Alors que le directeur d'une petite entreprise est sur le point de signer avec ses deux associés un accord en Europe qui changera la face de sa société, le voyage tournera au désastre...",/iUtVsXA3UJcVeF7hi6x68cLOBZL.jpg,Ken Scott,Vince Vaughn,Dave Franco,Tom Wilkinson,Comédie,Comédie,Aucun genre,Aucun genre,2015,90.0,5.46,"['Comédie', 'Aucun genre', 'Aucun genre']"
Le Temps de l'innocence,"New York, au XIXe siècle (1870). C'est en entrant dans la loge de sa fiancée, l'ingénue May Welland, que Newland Archer, un avocat très en vue, apprend le prochain retour aux États-Unis de la comtesse Ellen Olenska, une cousine de May à présent séparée de son mari, un aristocrate polonais. Au bal qui suit la représentation, Newland rencontre la comtesse. Frappé au cœur, il lui fait aussitôt envoyer des fleurs, cependant que May le presse d'avancer la date de leur mariage. Embarrassé, Newland est bien obligé de s'avouer qu'il est éperdument épris de la comtesse Olenska, alors même que sa famille l'a officiellement chargé de l'empêcher de divorcer…",/fXPgii2ZEy9vvJCqIgKyu0sEjQq.jpg,Martin Scorsese,Daniel Day-Lewis,Michelle Pfeiffer,Winona Ryder,Drame,Drame,Romance,Aucun genre,1993,135.0,6.963,"['Drame', 'Romance', 'Aucun genre']"
The Fountain,"The Fountain raconte le combat à travers les âges d'un homme pour sauver la femme qu'il aime. Espagne, XVIe siècle. Le conquistador Tomas part en quête de la légendaire Fontaine de jouvence, censée offrir l'immortalité. Aujourd'hui. Un scientifique nommé Tommy Creo cherche désespérément le traitement capable de guérir le cancer qui ronge son épouse, Izzi. Au XXVIe siècle, Tom, un astronaute, voyage à travers l'espace et prend peu à peu conscience des mystères qui le hantent depuis un millénaire. Les trois histoires convergent vers une seule et même vérité, quand les Thomas des trois époques - le guerrier, le scientifique et l'explorateur - parviennent enfin à trouver la paix face à la vie, l'amour, la mort et la renaissance.",/7k6MWSt20fq3tsEy7V97lCzhog9.jpg,Darren Aronofsky,Hugh Jackman,Rachel Weisz,Sean Patrick Thomas,Drame,Drame,Aventure,Science-Fiction,2006,96.0,6.908,"['Drame', 'Aventure', 'Science-Fiction']"
50 Degrés Fahrenheit,"Arlo a vole un camion frigorifique et compte bien revendre sa marchandise au premier venu. Il tombe sur un barman, Tim Mason, qui semble posseder le profil parfait. Mais ce dernier est en possession d'une arme chimique qui explose a la temperature de cinquante degres Fahrenheit. Le camion d'Arlo tombe a pic. Poursuivi par des terroristes qui veulent recuperer l'engin, les deux hommes vont etre obliges de s'associer.",/vkCLayZFw4Uv1CboYyT0A30PqlO.jpg,Hugh Johnson,Cuba Gooding Jr.,Skeet Ulrich,Peter Firth,Action,Action,Comédie,Thriller,1999,101.0,4.908,"['Action', 'Comédie', 'Thriller']"
12 heures,"Voleur des plus doués, Will Montgomery sort de prison après avoir purgé une peine de 8 ans. Il n'a qu'une hâte : mettre un terme à son passé de criminel pour passer du temps avec sa fille. Mais son ancien partenaire kidnappe et enferme cette dernière dans le coffre d'un taxi new-yorkais, pour faire chanter Will, qui est alors obligé de s'engager dans une redoutable course contre la montre pour la récupérer. Une rançon de 10 millions de dollars lui est demandée...",/gpaMpZ40rUS6bMIIIonXboOXpY.jpg,Simon West,Nicolas Cage,Malin Akerman,Josh Lucas,Action,Action,Crime,Thriller,2012,96.0,5.485,"['Action', 'Crime', 'Thriller']"
Ponyo sur la falaise,"La trame suit une petite princesse poisson rouge appelée Ponyo qui veut désespérément devenir humaine. En cherchant ce faire, elle devient amie d'un garçon de cinq ans, Sôsuke.",/ud7spJ4CH0UlsBz5n3KcXTaCNH2.jpg,Hayao Miyazaki,Tomoko Yamaguchi,Kazushige Nagashima,Yûki Amami,Animation,Animation,Fantastique,Familial,2008,100.0,7.8,"['Animation', 'Fantastique', 'Familial']"
Chemins croisés,"L'histoire d'amour de Luke, un ancien champion de rodéo et Sophia, une étudiante à l'unversité qui aspire à travailler dans le monde de l'art à New York. Alors que leur couple est mis à l'epreuve par les difficultés de la vie, Sophia et Luke se lient d'amitié avec Ira, un vétéran de la Seconde Guerre mondiale qui leur raconte son propre parcours amoureux tumultueux et tragique.",/kxzaRRVJ2UCNAopbJXMbBlpxTAr.jpg,George Tillman Jr.,Scott Eastwood,Britt Robertson,Alan Alda,Drame,Drame,Romance,Aucun genre,2015,139.0,7.624,"['Drame', 'Romance', 'Aucun genre']"
Intrusion,"Spencer Armacost, astronaute à la NASA et Jillian, sa femme, sont passionnément amoureux l'un de l'autre et la distance qui les sépare au cours des voyages de Spencer semble encore les rapprocher. Or un jour au cours d'une mission spatiale de routine, une explosion survient et le contact entre la navette spatiale et la Terre est rompu pendant deux minutes. Quand Spencer retourne sur Terre, malgré sa joie, Jillian reste inquiète. Elle est sujette à de sombres pensées et d'affreux cauchemars. C'est alors qu'elle découvre qu'elle attend des jumeaux.",/zXTjHghe76InGKVwbaLqZkwSQsZ.jpg,Rand Ravich,Charlize Theron,Johnny Depp,Joe Morton,Drame,Drame,Science-Fiction,Thriller,1999,104.0,5.602,"['Drame', 'Science-Fiction', 'Thriller']"
Je rêvais de l'Afrique,"Divorcée, Kuki vit à Venise avec son fils Emanuele. Elle réchappe d'un accident de voiture qui bouleverse son existence. Paolo, autre survivant du drame, lui propose de l'épouser et de partir avec lui en Afrique. Au Kenya, sur les traces du passé de Paolo, ils découvrent une terre fascinante et rude, peuplée d'animaux magnifiques. Même si les débuts sont difficiles, Kuki s'adapte et adopte son nouvel univers. Son quotidien est rythmé par les intempéries, les maladies et la sécheresse.",/hDBNMvOBq3wY11ohlcrTYBY3aor.jpg,Hugh Hudson,Kim Basinger,Vincent Perez,Liam Aiken,Romance,Romance,Drame,Aventure,2000,114.0,5.4,"['Romance', 'Drame', 'Aventure']"
Love Coach,"Un joueur de football professionnel revient en Virginie pour se rapprocher de sa famille. Fauché et sans emploi, il décide de reprendre le poste vacant d'entraineur de l'équipe junior de son fils. Mais toutes ses années en ligue internationale consacrées à affronter les meilleurs joueurs au monde ne l'ont pas préparé à gérer les sollicitations incessantes des séduisantes mamans qui se découvrent un intérêt soudain pour le ballon rond et le célèbre coach des enfants.",/tdt84spK3YDrEvFyOMbnr7FAHck.jpg,Gabriele Muccino,Gerard Butler,Jessica Biel,Dennis Quaid,Comédie,Comédie,Romance,Aucun genre,2012,106.0,5.649,"['Comédie', 'Romance', 'Aucun genre']"
Mandela : Un long chemin vers la liberté,"Le film retrace le parcours exceptionnel de Nelson Mandela, de son enfance en milieu rural à son investiture comme premier président de la République d’Afrique du Sud élu démocratiquement. Mandela: Long Walk to Freedom raconte le destin passionnant d’un homme ordinaire qui sut s’insurger contre l’ordre établi et faire triompher ses convictions. Un portrait intime qui célèbre l’édification d’une icône moderne.",/v98GX1HXyZXCL0so1keWAjA8TOo.jpg,Justin Chadwick,Idris Elba,Naomie Harris,Terry Pheto,Drame,Drame,Histoire,Aucun genre,2013,141.0,6.883,"['Drame', 'Histoire', 'Aucun genre']"
Reds,"L'histoire vraie de John Reed, un journaliste américain qui vécut pendant la première guerre mondiale. Après avoir été mêlé à des affaires politiques douteuses, il part en Russie pendant la révolution d'octobre 1917.",/bkp8tJCB8SaFYYVA4MR2hA69VbB.jpg,Warren Beatty,Warren Beatty,Diane Keaton,Edward Herrmann,Drame,Drame,Histoire,Romance,1981,195.0,6.866,"['Drame', 'Histoire', 'Romance']"
Des hommes d'honneur,"Deux jeunes marines, Louden et Dawson, abattent, au cours d'une action disciplinaire désignée ""Code Rouge"", un de leur leurs camarades, Santiago. C'est le lieutenant Daniel Kaffee qui est désigné pour assurer leur défense lors de leur procès. Mais si Kaffee entame une défense de pure routine, sa jeune et pugnace adjointe, le lieutenant JoAnne Galoway, se rebiffe et l'oblige a instruire le dossier. Kaffee va devoir, pour découvrir la vérité sur cette affaire qui s'avère inquiétante, remonter jusqu'au sommet de la hiérarchie.",/vsjxwIGaA8GP79pgtv6dqRhRsPu.jpg,Rob Reiner,Tom Cruise,Jack Nicholson,Demi Moore,Drame,Drame,Aucun genre,Aucun genre,1992,138.0,7.5,"['Drame', 'Aucun genre', 'Aucun genre']"
Hors limites,"Cinquante kilos d'héroïne ont disparu du dépôt central de la police de Detroit. Exécuté par un commando de six hommes, ce coup monté est l'oeuvre de professionnels.En dépit de ses loyaux services, Orin Boyd, un flic aux méthodes quelque peu orthodoxes, est retrogradé au poste de police 13 dans le quartier le plus dur de la ville. Il oriente l'enquête vers Latrell Walker, un dealer dont la réputation n'est plus à faire.Avec l'aval de sa supérieure, le commandant Mulcahy, Boyd et son partenaire, George Clark, entreprennent de remonter la filière et de faire tomber Walker et ses complices haut placés.",/s5bY5LlFwmPTmhm2p0TlZZ6zZCe.jpg,Andrzej Bartkowiak,Steven Seagal,DMX,Isaiah Washington,Action,Action,Crime,Thriller,2001,101.0,5.822,"['Action', 'Crime', 'Thriller']"
Big Mamma,"Au sein du FBI, l'agent Malcolm Turner est réputé pour sa bravoure et son habileté. Passe maître dans l'art du déguisement, il sait en quelques minutes se fabriquer un nouveau visage, une voix et un look inédits pour infiltrer n'importe quel milieu. Après l’évasion d'un dangereux braqueur, Malcolm et son coéquipier planquent devant le domicile de son ex-petite amie et présumée complice, Sherry. Lorsqu'elle se réfugie chez sa grand-mère, Big Mama, Malcolm n’hésite pas un instant a prendre l'apparence de la vieille dame pour recueillir son témoignage.",/kq49mM5nqERAO2T9QyJccR7STZT.jpg,Raja Gosnell,Martin Lawrence,Nia Long,Paul Giamatti,Crime,Crime,Comédie,Aucun genre,2000,100.0,5.816,"['Crime', 'Comédie', 'Aucun genre']"
Le Manoir magique,"Tonnerre, un jeune chat, a été abandonné par sa famille. Seul et perdu il trouve refuge dans un mystérieux manoir appartenant à Lorenz, un magicien retraité. Très vite, Tonnerre se sent comme chez lui dans cette maison enchantée, remplie de petits personnages aussi étranges qu'amusants.... Mais lorsque son hôte, Lorenz est envoyé à l'hôpital, son neveu essaie par tous les moyens de vendre la maison sans que son oncle ne s'en aperçoive. C'est alors que Tonnerre a une idée des plus surprenantes : transformer leur manoir en maison hantée ! La résistance s'organise avec l'aide de ses petits compagnons.",/gFxl96fZMPlq4jptq1JlmIA3JCc.jpg,"Jérémie Degruson, Ben Stassen, Mimi Maynard",Cinda Adams,George Babbit,Brianne Brozey,Familial,Familial,Fantastique,Animation,2013,82.0,6.3,"['Familial', 'Fantastique', 'Animation']"
