title,overview,poster_path,Director,Actors_1,Actors_2,Actors_3,genre_principal,genre_1,genre_2,genre_3,Year,runtime,vote_average,Tous genres
The Darkest Hour,"Sean et Ben sont à Moscou pour affaires, confrontés à un univers d’argent et de pratiques sans scrupules. Natalie et Anne s’y trouvent en escale involontaire alors qu’elles avaient prévu de se rendre au Népal. Les quatre jeunes gens se rencontrent par hasard dans la boîte de nuit la plus branchée de la ville où ils croisent Skylar, un homme d’affaires suédois qui a arnaqué Sean et Ben. Ce haut lieu qui attire puissants et personnalités en vue bascule dans la terreur lorsque des aliens attaquent… Après avoir vécu terrés quelques jours dans les sous-sols, les cinq survivants ressortent et découvrent une ville déserte. Le monde semble immobile alors qu’une force terrifiante et invisible les guette… S’ils veulent avoir une chance de survivre, ils vont absolument devoir découvrir qui sont ces êtres venus d’ailleurs et ce qu’ils veulent. C’est à ce prix qu’ils pourront les combattre, s’ils en sont capables…",/5Ao4qAFbjP7fcFOOdMNvQEnl0Yr.jpg,Chris Gorak,Emile Hirsch,Olivia Thirlby,Max Minghella,Horreur,Horreur,Action,Thriller,2011,89.0,5.308,"['Horreur', 'Action', 'Thriller']"
Sexy Dance 4 : Miami Heat,"Amis d’enfance, Sean et Eddy travaillent comme serveurs dans l’hôtel de luxe Dimont, propriété du magnat de l’immobilier Bill Anderson. Ces deux jeunes ont monté ensemble une troupe alternative, ""The Mob"", à l’avant-garde de la danse de rue et cœur du mouvement protestataire urbain. Le brio, l’audace et l’imagination de la troupe attirent l’attention de la fille d’Anderson, Emily, danseuse classique douée que son père pousse à exercer un ""vrai métier"" au mépris de sa passion. L’arrivée de cette ""gosse de riche"", très mal vue par Eddy, et son idylle naissante avec Sean sonneront-elles le glas de ""The Mob"" ?",/qw4uLI1yaoZqLjyYd7TJsRX3Cz6.jpg,Scott Speer,Kathryn McCormick,Ryan Guzman,Cleopatra Coleman,Musique,Musique,Drame,Romance,2012,94.0,6.909,"['Musique', 'Drame', 'Romance']"
Des Serpents Dans l'Avion,"La mission de l'agent spécial Neville Flynn est simple : il doit escorter un témoin essentiel sur un avion de lignede Hawaï à Los Angeles. L'homme va permettre de faire tomber l'un des piliers de la mafia, après qui Flynn court depuis longtemps. Toutes les précautions ont été prises, mais ce n'est pas assez...Décidé à ce que le témoin n'arrive jamais au tribunal, le criminel met au point un lâcher de serpents venimeux à bord de l'avion. Ils sont partout, silencieux et mortels. Entre un équipage et des passagers paniqués et un témoin qu'il faut protéger à tout prix, Flynn va devoir se battre pour que l'avion ait une chance d'arriver…",/1mEiej2zKJxQ64cDWHDeJrj3CrC.jpg,David R. Ellis,Samuel L. Jackson,Julianna Margulies,Nathan Phillips,Action,Action,Thriller,Aventure,2006,105.0,5.482,"['Action', 'Thriller', 'Aventure']"
The Watcher,"Ex-agent du FBI à Los Angeles, Joel Campbell a passé huit ans de sa carrière à traquer des tueurs en série. L'un d'eux, Griffin, specialisé dans le meurtre des femmes seules, a tenté de le provoquer et de l'entraîner dans un jeu morbide mais Campbell a resisté et s'est fait muter à Chicago.En proie à de douloureuses migraines, il suit une psychanalyse avec le docter Polly. Etrangement, la réapparition de Griffin va l'éloigner un temps de ses problèmes. Le tueur lui envoie chaque jour la photo d'une inconnue, qu'il menace de tuer le soir venu...",/gP0PYq79LYERrOcJv3kKxrHu322.jpg,Joe Charbanic,James Spader,Keanu Reeves,Marisa Tomei,Mystère,Mystère,Thriller,Aucun genre,2000,93.0,5.122,"['Mystère', 'Thriller', 'Aucun genre']"
The Punisher,"Ancien membre de la Delta Force, puis agent spécial au FBI, Frank Castle s'apprête à se retirer pour mener une existence paisible auprès de sa femme et de son jeune fils. Lors de son ultime mission, les choses tournent mal et le fils de Howard Saint, puissant businessman et magnat de la pègre, est tué. Ivre de vengeance, Saint organise le massacre de Frank et de toute sa famille. Mais ce dernier survit. Désormais, il n'a plus qu'un but : faire payer le coupable à hauteur de son crime. Il va mettre tous ses talents au service de sa mission la plus personnelle et la plus destructrice...",/g6EScBmwfDDdnqIklj4ctUqhoIk.jpg,Jonathan Hensleigh,Thomas Jane,John Travolta,Samantha Mathis,Action,Action,Crime,Drame,2004,124.0,6.4,"['Action', 'Crime', 'Drame']"
Goal ! : Naissance d'un prodige,"Lorsqu'à l'âge de dix ans, Santiago Munez passe la frontière mexicaine pour aller vivre aux Etats-Unis, il n'a qu'un rêve : devenir un grand joueur de foot. Aujourd'hui repéré par un ancien footballeur, Santiago part pour l'Angleterre, pays étranger où le foot est une religion et le terrain de Newcastle une cathédrale. Pour être engagé dans l'un des clubs les plus prestigieux du monde, il va devoir prouver qu'il a le talent et le cran nécessaire.",/eOoG7vlGVxVmiHXnKMC5X4EYWC5.jpg,Danny Cannon,Kuno Becker,Alessandro Nivola,Anna Friel,Drame,Drame,Aucun genre,Aucun genre,2005,120.0,6.763,"['Drame', 'Aucun genre', 'Aucun genre']"
Safe,"Un ancien agent secret sauve une petite fille à la mémoire exceptionnelle, déclenchant ainsi une guerre des gangs entre les Triades, la mafia russe et des politiciens new-yorkais corrompus. Tous veulent mettre la main sur l'enfant, la seule à détenir la combinaison d'un coffre-fort très convoité.",/21gMSytixclEfjTCuZhpfrSyeFd.jpg,Boaz Yakin,Jason Statham,Catherine Chan,Chris Sarandon,Action,Action,Crime,Thriller,2012,95.0,6.497,"['Action', 'Crime', 'Thriller']"
Les Aiguilleurs,"Nick Falzone est heureux. Marié à une femme charmante, Connie, il est aussi père de deux enfants. Nick est contrôleur aérien, un métier extrêmement stressant, mais il a la satisfaction d'être le meilleur. Ses certitudes sont ébranlées le jour où Russell Bell débarque dans sa vie. Personnage casse-cou entre le cow-boy à moto et le maître zen, il est marié à Mary, qui ne laisse pas Nick indifférent. Dans la salle de contrôle, une rivalité s'instaure rapidement entre les deux hommes.",/uYfqzhFMmwoKvfu4s2JAzDkvs4h.jpg,Mike Newell,John Cusack,Billy Bob Thornton,Cate Blanchett,Comédie,Comédie,Drame,Aucun genre,1999,124.0,5.863,"['Comédie', 'Drame', 'Aucun genre']"
Le Retour du Jedi,"L'Empire galactique est plus puissant que jamais : la construction de la nouvelle arme, l’Étoile de la Mort, menace l'univers tout entier... Arrêté après la trahison de Lando Calrissian, Han Solo est remis à l'ignoble contrebandier Jabba Le Hutt par le chasseur de primes Boba Fett. Après l'échec d'une première tentative d'évasion menée par la princesse Leia, également arrêtée par Jabba, Luke Skywalker et Lando parviennent à libérer leurs amis. Han, Leia, Chewbacca, C-3PO et Luke, devenu un Jedi, s'envolent dès lors pour une mission d'extrême importance sur la lune forestière d'Endor, afin de détruire le générateur du bouclier de l’Étoile de la Mort et permettre une attaque des pilotes de l'Alliance rebelle. Conscient d'être un danger pour ses compagnons, Luke préfère se rendre aux mains de Dark Vador, son père et ancien Jedi passé du côté obscur de la Force.",/tEQlCGiiWvMvfD7Sz8d99Pouy39.jpg,Richard Marquand,Mark Hamill,Harrison Ford,Carrie Fisher,Aventure,Aventure,Action,Science-Fiction,1983,133.0,7.907,"['Aventure', 'Action', 'Science-Fiction']"
Doomsday,"Un terrible virus annihile 90 % des habitants en Écosse. Pour endiguer l'épidémie, le gouvernement anglais construit un mur infranchissable. L'Écosse est désormais un no man's land barbare et violent où les survivants sont coupés du monde. Lorsque 30 ans plus tard, le même virus réapparaît au cœur de Londres, un commando de choc part en mission suicide rechercher un éventuel vaccin dans une Écosse contrôlée par des gangs rivaux…",/qqz5E5KOz7IUwa2BmU3sGVoFDdC.jpg,Neil Marshall,Rhona Mitra,Bob Hoskins,Alexander Siddig,Action,Action,Thriller,Science-Fiction,2008,112.0,5.9,"['Action', 'Thriller', 'Science-Fiction']"
The Reader,"Allemagne de l'Ouest, au lendemain de la Seconde Guerre mondiale. Un adolescent, Michael Berg, fait par hasard la connaissance d'Hanna, une femme de 35 ans dont il devient l'amant. Commence alors une liaison secrète et passionnelle. Pendant plusieurs mois, Michael rejoint Hanna chez elle tous les jours, et l'un de leurs jeux consiste à ce qu'il lui fasse la lecture. Hanna reste pourtant mystérieuse et imprévisible. Un jour, elle disparaît, laissant Michael le coeur brisé. Huit ans plus tard, devenu étudiant en droit, Michael assiste aux procès des crimes de guerre Nazi. Il retrouve Hanna... sur le banc des accusés.",/6CnRZkdjSK8livVt3LnMrfYLQZe.jpg,Stephen Daldry,Ralph Fiennes,Jeanette Hain,David Kross,Drame,Drame,Romance,Aucun genre,2008,123.0,7.463,"['Drame', 'Romance', 'Aucun genre']"
"Peace, love et plus si affinités","George et Linda quittent New-York et le stress des grandes villes après le licenciement de George, et rejoignent la communauté d’Elysium, dont l’unique règle de fonctionnement est d’être soi-même…",/5DdV0YWijNRyZV86q6M0F6YJoOa.jpg,David Wain,Jennifer Aniston,Paul Rudd,Malin Akerman,Comédie,Comédie,Romance,Aucun genre,2012,99.0,5.49,"['Comédie', 'Romance', 'Aucun genre']"
Elfe,"Buddy, un être humain, est élevé par les lutins du Père Noël depuis sa plus tendre enfance. Lorsqu'il atteint l'âge et la taille adulte, ces derniers s'aperçoivent que cette différence physique commence à poser quelques problèmes : anormalement grand pour ce lieu légendaire, l'homme provoque en effet un joli scandale au Pôle Nord ! Renvoyé dans son pays d'origine, il se lance à la recherche de son père biologique, un sinistre éditeur, à New York.",/4k5TDb8bfQowdw9j2QrZiRHOnOY.jpg,Jon Favreau,Will Ferrell,James Caan,Bob Newhart,Comédie,Comédie,Familial,Fantastique,2003,97.0,6.666,"['Comédie', 'Familial', 'Fantastique']"
Phénomène,"George Malley est le garagiste ordinaire d'une petite ville ordinaire des États-Unis aux habitants ordinaires. Mais le soir de son trente-septième anniversaire, cet homme à l'existence paisible est pris d'un appétit insatiable de connaissance et se découvre des pouvoirs et des facultés intellectuelles insoupçonnées. Il se lance dans d'ingénieuses expériences scientifiques. Ce qui provoque méfiance et incompréhension autour de lui. Seule Lace, une jeune femme qui s'est récemment installée dans la ville avec ses deux enfants, semble accepter cette métamorphose.",/6HvGumnYYIXoConHJ9I4NhXXmaX.jpg,Jon Turteltaub,John Travolta,Kyra Sedgwick,Forest Whitaker,Drame,Drame,Romance,Fantastique,1996,119.0,6.474,"['Drame', 'Romance', 'Fantastique']"
Chiens des neiges,"Ted Brooks, un dentiste travaillant à Miami, hérite de huit magnifiques Husky de compétition. Il doit se rendre en Alaska pour s'occuper de ces chiens de traîneaux espiègles et totalement incontrôlables. Par la même occasion, il s'engage dans une grande course. Mais Tonnerre Jack, un montagnard irascible, se montre prêt à tout pour récupérer les animaux en question et renvoyer ce citadin d'où il vient.",/xo6DjSokpaZmLx3Gn0xpxfIDOS4.jpg,Brian Levant,Cuba Gooding Jr.,James Coburn,Sisqó,Comédie,Comédie,Familial,Aventure,2002,99.0,5.62,"['Comédie', 'Familial', 'Aventure']"
Fantômes en fête,"Frank Cross est le plus jeune de tous les présidents de chaîne de télévision. Ambitieux, arriviste, tyrannique, âpre au gain, avec un sens de l'humour particulièrement sadique, il a tout sacrifié pour sa carrière. Pour la nuit de Noël, fête qu'il déteste, il décide de réaliser une version très personnelle du célèbre conte de Dickens ""Chant de Noël""… Ses ingrédients : luxe, violence et sexe… tout ce qu'il faut pour faire grimper son taux d'audience ! Mais cette année, trois curieux fantômes vont lui rendre visite… pour lui apprendre l'esprit de Noël !",/u4m1uotCCYlPPNnpUV1nRqUIa3B.jpg,Richard Donner,Bill Murray,Karen Allen,John Forsythe,Fantastique,Fantastique,Comédie,Drame,1988,100.0,6.785,"['Fantastique', 'Comédie', 'Drame']"
Super Nacho,"Orphelin, Nacho a passé sa jeunesse dans un monastère mexicain avant d'en devenir le cuisinier. Mais ses dons laissent fortement à désirer, et l'on ne compte plus les crises de foie et turistas imputables à sa cuisine et aux minables ingrédients dont il use. Nacho a compris que le plus sage serait d'acheter de meilleurs produits - et pour cela de commencer à se faire de l'argent. Il donnerait ainsi un peu de bonheur à ses chers orphelins, et aurait peut-être une chance d'impressionner son idole, la délicieuse et innocente novice Encarnación. Une idée audacieuse germe bientôt dans sa tête : se lancer en grand secret dans une carrière de lutteur masqué. Faisant équipe avec le filiforme Esqueleto, Nacho se découvre un talent insoupçonné pour la Lucha Libre. Il a enfin trouvé sa vocation, le voici prêt à affronter les plus grands lutteurs de son pays...",/57td2W2ak8xCayO9k3XQXPRNq3c.jpg,Jared Hess,Jack Black,Ana de la Reguera,Héctor Jiménez,Comédie,Comédie,Aucun genre,Aucun genre,2006,92.0,6.5,"['Comédie', 'Aucun genre', 'Aucun genre']"
Mes meilleures amies,"Annie a la poisse. Son fiancé l'a quittée et son nouvel amant est un goujat. Lillian, sa meilleure amie, file quant à elle le parfait amour. Lorsqu'elle lui annonce son futur mariage, Annie oublie ses soucis pour se consacrer à son rôle de témoin et transformer les préparatifs en un moment magique et privilégié. Mais c'est sans compter sur les autres amies de Lillian, l'insatiable et athlétique dragueuse Megan, la candide Becca, l'ex-beauté Rita et l'ultra-snob Helen... toutes incontrôlables et décidées à donner de la voix pour imposer leurs choix dans l'organisation de l'enterrement de vie de jeune fille. Débute alors une délirante aventure...",/gXH6ADCdYVDmLChIsh47WU6L4Cc.jpg,Paul Feig,Kristen Wiig,Maya Rudolph,Rose Byrne,Comédie,Comédie,Romance,Aucun genre,2011,124.0,6.506,"['Comédie', 'Romance', 'Aucun genre']"
C'est la fin,Des acteurs américains réunis dans la villa de James Franco doivent faire face à la fin du monde…,/jCFGb4OeDqcVfZCF5mp0Y7l2mIO.jpg,"Evan Goldberg, Seth Rogen",James Franco,Jonah Hill,Seth Rogen,Action,Action,Comédie,Aucun genre,2013,107.0,6.236,"['Action', 'Comédie', 'Aucun genre']"
Stigmata,"Frankie, jeune femme gracieuse, mène une vie sans histoire entre son boulot, son compagnon et ses copines de sorties. Jusqu’au jour ou sa mère lui envoie du Brésil un rosaire volé sur la dépouille de l’ancien curé de Belo Quinto. L’existence de Frankie sombre alors dans l’horreur. Elle est victime de plusieurs agressions dont elle ne peut expliquer les circonstances.",/cm2dNSnACV6hQvpOWbjicyfnDJk.jpg,Rupert Wainwright,Patricia Arquette,Gabriel Byrne,Jonathan Pryce,Horreur,Horreur,Thriller,Aucun genre,1999,103.0,6.291,"['Horreur', 'Thriller', 'Aucun genre']"
Les chemins de la dignité,"Aux États-Unis, à l'aube des années 50. Carl Brashear, un jeune matelot noir originaire du Kentucky, nourrit une ambition peu commune dans une Amérique encore largement ségrégationniste. Il souhaite en effet intégrer le prestigieux corps d'élite des plongeurs de la Navy, dans lequel aucun homme de couleur n'est encore entré. Au début extrêmement sceptique, pour ne pas dire blessant, le major-instructeur Billy Sunday finit par croire en ce jeune homme à la volonté inébranlable et aux capacités très supérieures à la moyenne. C'est ce vétéran qui aide bientôt Carl à combattre le racisme de la Navy et à devenir une véritable légende de l'armée américaine…",/ZwwPprEBNPvpTW0lvx2naejB4e.jpg,George Tillman Jr.,Cuba Gooding Jr.,Robert De Niro,Charlize Theron,Drame,Drame,Aucun genre,Aucun genre,2000,129.0,7.483,"['Drame', 'Aucun genre', 'Aucun genre']"
Takers,"Amis de longue date, Gordon Jennings, John Rahway, A.J. et les frères Attica vivent dans le luxe. Voitures de sport, costumes chic et femmes superbes : l’argent coule à flots. Leur secret ? Des braquages de banque ultra sophistiqués. Un seul par an, d’une extraordinaire audace et réglé dans les moindres détails. Mais leur dernier exploit a précipité l’inspecteur Jack Welles à leurs trousses. Flic de la vieille école, il a tout sacrifié à son job – femme, enfant et vie privée – et il s’est juré de les coincer avant leur prochain coup.",/3a69Ezv9yFtuTJkuIbzkCFiWps.jpg,John Luessenhop,Chris Brown,Hayden Christensen,Matt Dillon,Action,Action,Crime,Drame,2010,105.0,6.2,"['Action', 'Crime', 'Drame']"
